2019-04-12 10:54:08 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 10:54:31 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 10:54:32 INFO  ManageSettingsPage:153 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Default Setting' option
2019-04-12 10:55:03 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 10:55:07 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 10:55:08 INFO  ManageSettingsPage:153 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Default Setting' option
2019-04-12 10:55:10 INFO  ManageSettingsPage:202 - MESSAGE :: MANAGE SETTINGS Tab - Default Setting - User has entered 'Discount' details
2019-04-12 10:56:27 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 10:56:31 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 10:56:31 INFO  ManageSettingsPage:153 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Default Setting' option
2019-04-12 10:56:34 INFO  ManageSettingsPage:202 - MESSAGE :: MANAGE SETTINGS Tab - Default Setting - User has entered 'Discount' details
2019-04-12 10:57:26 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 10:57:30 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 10:57:30 INFO  ManageSettingsPage:153 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Default Setting' option
2019-04-12 10:57:35 INFO  ManageSettingsPage:204 - MESSAGE :: MANAGE SETTINGS Tab - Default Setting - User has entered 'Discount' details
2019-04-12 10:58:50 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 10:58:55 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 10:58:55 INFO  ManageSettingsPage:153 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Default Setting' option
2019-04-12 10:59:00 INFO  ManageSettingsPage:206 - MESSAGE :: MANAGE SETTINGS Tab - Default Setting - User has entered 'Discount' details
2019-04-12 11:44:01 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 11:44:08 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 11:44:08 INFO  ManageSettingsPage:297 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Custom Setting' option
2019-04-12 11:45:17 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 11:45:21 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 11:45:21 INFO  ManageSettingsPage:297 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Custom Setting' option
2019-04-12 11:45:30 INFO  ManageSettingsPage:325 - MESSAGE :: MANAGE SETTINGS Tab - User has added a new custom setting
2019-04-12 11:45:30 INFO  ManageSettingsTest:177 - FINAL MESSAGE :: Custom Setting Created and Deleted Successfully
2019-04-12 11:47:13 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 11:47:37 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 11:47:37 INFO  ManageSettingsPage:297 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Custom Setting' option
2019-04-12 11:49:53 INFO  LoginPage:54 - MESSAGE :: 'manual.rater.adminuser1@smc3.com' user has logged in to the application
2019-04-12 11:49:57 INFO  ManageSettingsPage:142 - MESSAGE :: User has clicked on 'MANAGE SETTINGS' Tab
2019-04-12 11:49:57 INFO  ManageSettingsPage:297 - MESSAGE :: MANAGE SETTINGS Tab - User has clicked on 'Custom Setting' option
2019-04-12 11:50:06 INFO  ManageSettingsPage:326 - MESSAGE :: MANAGE SETTINGS Tab - User has added a new custom setting
2019-04-12 11:50:06 INFO  ManageSettingsTest:176 - FINAL MESSAGE :: Custom Setting Created and Deleted Successfully
